5701 42320
3054 4708 0.004082
3054 5195 0.037037
3054 2401 0.010101
3054 1822 0.007692
140 2549 0.083333
140 3291 0.008403
140 192 0.007042
952 1377 0.050000
952 3639 0.013699
952 3870 0.066667
952 676 0.142857
952 5135 0.003390
952 6178 0.125000
952 5642 0.031250
952 825 0.062500
952 1760 0.025641
952 5078 0.014085
952 5908 0.010417
952 191 0.111111
1864 4459 0.021739
1864 2992 0.007246
1864 3203 0.013333
1864 5434 0.006803
1864 5908 0.010417
1864 3528 0.006757
1806 2740 0.125000
1806 3187 0.500000
1806 4664 0.111111
1806 2436 0.333333
1806 3984 0.043478
1806 1712 0.111111
1806 1635 0.250000
1806 3939 0.058824
1806 3030 0.083333
1806 1527 0.038462
1806 1 0.083333
1806 354 0.125000
1806 800 0.166667
1806 5217 0.010309
1806 2293 0.250000
1806 3093 0.250000
1806 3677 1.000000
1806 416 0.012821
1806 970 1.000000
1806 5678 0.142857
1806 389 0.038462
1806 1966 0.009009
1806 3131 0.062500
1806 4694 0.071429
1806 5555 0.111111
1806 866 0.200000
2740 296 0.333333
2740 1712 0.111111
2740 5563 0.058824
2740 1983 0.038462
2740 4947 0.030303
2740 5431 0.111111
2740 6365 0.015625
2740 4277 0.083333
2740 1974 0.111111
3187 5431 0.111111
3187 5469 0.500000
3187 1974 0.111111
4664 5217 0.010309
4664 2550 0.006579
4664 2171 0.035714
4664 3883 0.015873
4664 5908 0.010417
4664 1029 0.028571
4664 5676 0.013514
4664 2455 0.500000
4664 4240 0.004854
4664 4746 0.333333
3984 4240 0.004854
3984 1108 0.125000
3984 3605 0.003247
3984 4006 0.009709
3984 6248 0.026316
3984 5008 0.090909
3984 4708 0.004082
3984 1201 0.012658
1712 4724 0.333333
1712 1784 0.333333
1635 5510 0.030303
1635 4763 0.333333
1635 5678 0.142857
1635 5078 0.014085
3939 2575 0.012658
3939 1400 0.047619
3939 4973 0.019231
3939 5757 0.019608
3939 3605 0.003247
3939 1698 0.500000
3939 2535 0.200000
3939 3097 0.016393
3939 4651 0.142857
3939 4708 0.004082
3939 2212 0.028571
3939 954 0.045455
3030 2408 0.043478
3030 4489 0.035714
3030 1201 0.012658
3030 6121 0.006623
1527 4306 0.011236
1527 2841 0.023256
1527 5135 0.003390
1527 1486 0.028571
1527 4100 0.010638
1 1851 0.024390
1 709 0.035714
1 3551 0.090909
1 1332 0.035714
1 5217 0.010309
1 5567 0.038462
354 139 0.090909
354 6258 1.000000
354 3282 0.500000
354 3372 0.032258
354 5487 0.045455
800 5883 0.015152
5217 6237 0.016129
5217 1937 0.023256
5217 82 0.250000
5217 4615 0.111111
5217 1609 0.333333
5217 2046 0.125000
5217 5319 0.020833
5217 3135 0.333333
5217 2043 0.125000
5217 2069 0.250000
5217 5596 0.500000
5217 5732 0.027778
5217 5063 1.000000
5217 3951 0.083333
5217 2424 0.041667
5217 6040 0.066667
5217 4745 0.032258
5217 5641 0.200000
5217 3468 0.011494
5217 6090 0.020000
5217 5337 0.066667
5217 3664 0.083333
5217 6100 1.000000
5217 4489 0.035714
5217 2353 0.166667
5217 2050 0.125000
5217 1673 0.004386
5217 5440 0.111111
5217 5929 0.250000
5217 2894 0.018519
5217 729 0.142857
5217 3769 0.030303
5217 4813 0.019608
5217 382 0.076923
5217 1335 0.500000
5217 2921 0.166667
5217 652 0.043478
5217 5419 0.022727
5217 1643 0.076923
5217 1331 0.200000
5217 1437 0.011628
5217 3372 0.032258
5217 423 0.200000
5217 4251 0.018519
5217 253 0.071429
5217 1375 0.142857
5217 868 0.142857
5217 5449 0.020408
5217 347 0.058824
5217 6121 0.006623
5217 5214 0.025641
5217 5139 0.142857
5217 648 0.083333
5217 3081 0.200000
5217 1570 0.043478
5217 2549 0.083333
5217 2292 0.010204
5217 1016 0.016393
5217 4983 0.019608
5217 3544 0.200000
5217 2492 0.004762
5217 3779 0.008929
5217 2712 0.500000
5217 1633 0.071429
5217 3088 0.031250
5217 3232 0.047619
5217 4527 0.023256
5217 2444 0.005525
5217 616 0.200000
5217 5912 0.004608
5217 5434 0.006803
5217 2324 0.032258
5217 6253 0.200000
5217 994 0.250000
5217 2077 0.076923
5217 295 0.041667
2293 3972 0.333333
3677 3495 1.000000
3677 3577 0.333333
416 4814 0.009434
416 5105 0.015152
416 177 0.040000
416 907 0.016949
416 4522 0.333333
416 2532 0.013158
416 5348 0.111111
416 3283 0.100000
416 2027 0.166667
416 3605 0.003247
416 3500 0.033333
416 35 0.008403
416 1401 0.024390
416 4732 0.033333
416 2747 0.013699
416 5266 0.009804
416 769 0.066667
416 2992 0.007246
416 434 0.100000
416 5912 0.004608
416 1966 0.009009
416 5434 0.006803
416 5134 0.021277
416 8 0.066667
416 192 0.007042
416 4653 0.004831
970 6210 0.250000
970 4724 0.333333
970 2429 0.250000
970 4065 0.333333
970 1712 0.111111
970 5649 0.500000
970 3055 0.142857
5678 2786 0.040000
5678 1035 0.500000
5678 470 0.045455
5678 5234 0.111111
5678 3208 0.047619
5678 1974 0.111111
389 2688 0.125000
1966 201 0.333333
1966 3016 0.500000
1966 3685 0.142857
1966 3626 0.500000
1966 3852 0.008000
1966 1800 0.111111
1966 2525 0.010309
1966 317 0.333333
1966 1735 0.125000
1966 47 0.100000
1966 6302 0.037037
1966 3050 0.041667
1966 3334 0.125000
1966 112 0.333333
1966 5755 0.045455
1966 2027 0.166667
1966 3184 0.005780
1966 5998 0.125000
1966 6390 0.100000
1966 2149 0.043478
1966 5704 0.023256
1966 3468 0.011494
1966 1632 0.090909
1966 6050 0.012821
1966 2481 0.027778
1966 6090 0.020000
1966 387 0.200000
1966 5137 0.076923
1966 822 0.333333
1966 3261 0.041667
1966 5581 0.062500
1966 98 0.100000
1966 1903 0.166667
1966 3851 0.023810
1966 3910 0.062500
1966 3649 0.047619
1966 2492 0.004762
1966 130 0.500000
1966 5002 0.029412
1966 3645 0.028571
1966 5105 0.015152
1966 241 0.008621
1966 4597 0.008547
1966 3883 0.015873
1966 5908 0.010417
1966 5074 0.090909
1966 3528 0.006757
1966 1419 0.333333
1966 2818 0.062500
381 6141 0.062500
381 3852 0.008000
381 2525 0.010309
381 4243 0.083333
381 4814 0.009434
381 3070 0.037037
381 1975 0.015873
381 69 0.066667
381 2904 0.018868
381 6302 0.037037
381 3271 0.020833
381 4105 0.010101
381 5732 0.027778
381 458 0.009901
381 4039 0.058824
381 6268 0.020408
381 6189 0.016129
381 4839 0.031250
381 3247 0.026316
381 1401 0.024390
381 1273 0.050000
381 4747 0.111111
381 5182 0.024390
381 5178 0.006897
381 4708 0.004082
381 2444 0.005525
381 4306 0.011236
381 4653 0.004831
6141 6189 0.016129
6141 4100 0.010638
6141 6107 0.035714
6141 2607 0.052632
6141 5012 0.333333
6141 3184 0.005780
6141 1805 0.013158
6141 4240 0.004854
6141 1896 0.047619
6141 30 0.040000
6141 2403 0.021739
6141 1615 0.023810
6141 6052 0.047619
6141 3247 0.026316
6141 1524 0.043478
6141 3605 0.003247
6141 380 0.008621
6141 3500 0.033333
6141 3950 0.100000
6141 2440 0.028571
6141 5631 0.012195
6141 1205 0.015625
6141 4777 0.047619
6141 4355 0.018519
6141 2578 0.009804
6141 4640 0.047619
6141 4813 0.019608
6141 6354 0.016129
6141 4708 0.004082
6141 1937 0.023256
6141 2245 0.043478
6141 6157 0.010870
6141 5135 0.003390
6141 1435 0.016949
6141 2492 0.004762
6141 4714 0.045455
6141 2444 0.005525
6141 1153 0.041667
6141 2401 0.010101
6141 5434 0.006803
6141 5078 0.014085
6141 3528 0.006757
6141 5676 0.013514
6141 4653 0.004831
6141 3322 0.017241
6141 6268 0.020408
6141 3136 0.100000
6141 5846 0.026316
6141 3105 0.100000
6141 3166 0.016393
6141 4351 0.066667
6141 3852 0.008000
6141 735 0.250000
6141 2525 0.010309
6141 3430 0.500000
6141 2644 0.034483
6141 5644 0.100000
6141 4814 0.009434
6141 3070 0.037037
6141 42 0.100000
6141 1618 0.028571
6141 1975 0.015873
6141 2904 0.018868
6141 1918 0.250000
6141 5368 0.027778
6141 3271 0.020833
6141 2895 0.027778
6141 4919 0.250000
6141 664 0.043478
6141 2081 0.041667
6141 5175 0.250000
6141 4768 0.012048
6141 1041 0.090909
6141 6319 0.200000
6141 4473 0.014493
6141 4105 0.010101
6141 2402 0.040000
6141 458 0.009901
6141 1377 0.050000
6141 1343 0.023810
6141 1898 0.111111
6141 6292 0.035714
6141 3558 0.018519
6141 3895 0.009174
6141 1950 0.034483
6141 3468 0.011494
6141 4352 0.031250
6141 371 0.052632
6141 1757 0.047619
6141 3995 0.012195
6141 4902 0.022222
6141 5916 0.333333
3852 6330 0.021739
3852 3258 0.111111
3852 212 0.033333
3852 5713 0.500000
3852 5498 0.142857
3852 3183 0.022727
3852 4045 0.071429
3852 5058 0.058824
3852 1912 0.022222
3852 3779 0.008929
3852 3249 0.012048
3852 2838 0.125000
3852 3895 0.009174
3852 4745 0.032258
3852 491 0.033333
3852 1950 0.034483
3852 3902 0.050000
3852 1357 0.055556
3852 6248 0.026316
3852 4012 0.100000
3852 3271 0.020833
3852 6121 0.006623
3852 128 0.083333
3852 3188 0.071429
3852 2668 0.333333
3852 3905 0.166667
3852 192 0.007042
3852 4963 0.027027
3852 3729 0.052632
3852 3194 0.008850
3852 5281 1.000000
3852 5948 1.000000
3852 2698 0.071429
3852 5603 0.250000
3852 275 0.029412
3852 4313 0.071429
3852 4014 0.047619
3852 2609 0.055556
3852 2846 0.083333
3852 1840 0.125000
3852 4831 0.125000
3852 1896 0.047619
3852 1894 0.062500
3852 3939 0.058824
3852 2866 0.052632
3852 6101 0.142857
3852 30 0.040000
3852 5366 0.076923
3852 5179 0.062500
3852 2403 0.021739
3852 1108 0.125000
3852 3234 0.333333
3852 4779 0.034483
3852 3678 0.083333
3852 4520 0.030303
3852 1717 0.333333
3852 5866 0.083333
3852 6052 0.047619
3852 5494 0.025000
3852 2424 0.041667
3852 3247 0.026316
3852 869 0.021277
3852 776 0.029412
3852 4973 0.019231
3852 3537 0.125000
3852 5757 0.019608
3852 1410 0.200000
3852 1930 0.200000
3852 3036 0.111111
3852 3030 0.083333
3852 1524 0.043478
3852 3034 0.052632
3852 6347 0.017544
3852 1288 0.125000
3852 242 0.090909
3852 4032 0.250000
3852 3605 0.003247
3852 4563 0.166667
3852 380 0.008621
3852 6385 0.041667
3852 4006 0.009709
3852 3888 0.200000
3852 5289 0.033333
3852 6171 0.025000
3852 3500 0.033333
3852 5393 0.062500
3852 197 0.018182
3852 35 0.008403
3852 902 0.055556
3852 4732 0.033333
3852 5303 0.027778
3852 2081 0.041667
3852 5810 0.027778
3852 4051 0.083333
3852 3828 0.037037
3852 470 0.045455
3852 2065 0.076923
3852 4175 0.071429
3852 5704 0.023256
3852 6292 0.035714
3852 451 0.076923
3852 2274 0.066667
3852 2234 0.043478
3852 3417 0.200000
3852 4314 0.025641
3852 4716 0.014493
3852 632 0.021739
3852 6316 0.076923
3852 3558 0.018519
3852 5417 0.066667
3852 315 0.027778
3852 2386 0.052632
3852 3468 0.011494
3852 4372 0.037037
3852 5588 0.100000
3852 1632 0.090909
3852 5766 0.071429
3852 1059 0.038462
3852 1527 0.038462
3852 1273 0.050000
3852 371 0.052632
3852 548 0.111111
3852 6261 0.125000
3852 3700 0.028571
3852 1901 0.090909
3852 2489 0.045455
3852 2841 0.023256
3852 5513 0.071429
3852 1597 0.050000
3852 1757 0.047619
3852 1142 0.014706
3852 635 0.030303
3852 4222 0.009174
3852 6134 0.043478
3852 4206 0.016949
3852 4201 0.100000
3852 139 0.090909
3852 385 0.090909
3852 3995 0.012195
3852 421 0.125000
3852 6089 0.125000
3852 2909 0.166667
3852 826 0.015385
3852 5599 0.012500
3852 5710 0.142857
3852 627 0.050000
3852 4913 0.500000
3852 4924 0.200000
3852 4123 0.050000
3852 5883 0.015152
3852 2272 0.058824
3852 5182 0.024390
3852 4902 0.022222
3852 4142 0.142857
3852 4733 0.090909
3852 3292 0.166667
3852 1795 0.020833
3852 2278 0.020000
3852 6333 0.022727
3852 709 0.035714
3852 1304 0.083333
3852 5222 0.037037
3852 4407 0.015152
3852 5236 0.041667
3852 4725 0.055556
3852 1496 0.011236
3852 2346 0.034483
3852 1539 0.029412
3852 4329 0.021277
3852 2612 0.037037
3852 2233 0.142857
3852 3581 0.250000
3852 4648 0.142857
3852 4983 0.019608
3852 1293 0.031250
3852 1011 0.125000
3852 2895 0.027778
3852 4687 0.058824
3852 136 0.041667
3852 5026 0.125000
3852 1673 0.004386
3852 2257 0.200000
3852 2894 0.018519
3852 3671 0.125000
3852 3456 0.200000
3852 4355 0.018519
3852 5409 0.058824
3852 3769 0.030303
3852 1885 0.200000
3852 2636 0.028571
3852 2578 0.009804
3852 4640 0.047619
3852 4813 0.019608
3852 2399 0.100000
3852 6278 0.125000
3852 4906 0.090909
3852 2288 0.100000
3852 5681 0.125000
3852 100 0.010870
3852 4782 0.016129
3852 1359 0.052632
3852 6354 0.016129
3852 6190 0.166667
3852 4708 0.004082
3852 2550 0.006579
3852 5918 0.500000
3852 2067 0.028571
3852 2442 0.026316
3852 3242 0.030303
3852 4766 0.071429
3852 1937 0.023256
3852 98 0.100000
3852 3488 0.500000
3852 1734 0.076923
3852 6019 0.028571
3852 4023 0.250000
3852 1819 0.090909
3852 1437 0.011628
3852 1355 0.018868
3852 4103 0.062500
3852 4260 0.047619
3852 6365 0.015625
3852 6214 0.071429
3852 3346 0.008065
3852 4251 0.018519
3852 6157 0.010870
3852 6289 1.000000
3852 4731 0.166667
3852 3024 0.200000
3852 6125 0.022222
3852 2956 0.041667
3852 5135 0.003390
3852 6045 0.018519
3852 1569 0.052632
3852 1575 0.166667
3852 222 0.125000
3852 6375 0.066667
3852 656 0.250000
3852 4335 0.142857
3852 2820 0.024390
3852 1802 0.090909
3852 6282 0.047619
3852 736 0.052632
3852 3259 0.076923
3852 2069 0.250000
3852 6244 0.047619
3852 113 0.052632
3852 582 0.050000
3852 1019 0.111111
3852 2397 0.090909
3852 3494 0.100000
3852 6332 0.058824
3852 1369 0.333333
3852 1220 0.047619
3852 4768 0.012048
3852 6166 0.058824
3852 5208 0.250000
3852 2486 0.333333
3852 6395 0.142857
3852 5893 0.058824
3852 1041 0.090909
3852 2001 0.083333
3852 4098 0.166667
3852 5113 0.058824
3852 3396 0.050000
3852 1219 0.111111
3852 4473 0.014493
3852 3073 0.025000
3852 4105 0.010101
3852 2622 0.200000
3852 2379 0.066667
3852 4545 0.100000
3852 4432 0.043478
3852 3105 0.100000
3852 2402 0.040000
3852 2714 0.058824
3852 4999 0.333333
3852 518 0.166667
3852 1671 0.071429
3852 5945 0.038462
3852 817 0.029412
3852 3460 0.125000
3852 3824 0.083333
3852 458 0.009901
3852 3315 0.090909
3852 4483 0.250000
3852 5093 0.045455
3852 1215 0.071429
3852 225 0.125000
3852 563 0.100000
3852 5200 0.111111
3852 2940 0.111111
3852 6129 0.043478
3852 5755 0.045455
3852 3667 0.250000
3852 5027 0.166667
3852 3984 0.043478
3852 3409 0.066667
3852 5231 0.050000
3852 2672 0.052632
3852 4039 0.058824
3852 4351 0.066667
3852 1343 0.023810
3852 1768 0.090909
3852 6268 0.020408
3852 881 0.031250
3852 6189 0.016129
3852 6107 0.035714
3852 3322 0.017241
3852 4458 0.090909
3852 2328 0.055556
3852 1124 0.062500
3852 3799 0.166667
3852 1711 0.047619
3852 2036 0.500000
3852 3184 0.005780
3852 3437 0.062500
3852 4569 0.062500
3852 1805 0.013158
3852 5122 0.071429
3852 3701 0.071429
3852 2405 0.142857
3852 4240 0.004854
3852 4937 0.166667
3852 3951 0.083333
3852 4337 0.500000
3852 4598 0.040000
3852 2711 0.333333
3852 4226 0.043478
3852 6095 0.333333
3852 591 0.045455
3852 3384 0.111111
3852 1466 0.025641
3852 3492 0.015385
3852 4678 0.076923
3852 2046 0.125000
3852 473 0.083333
3852 6025 0.333333
3852 3877 0.055556
3852 2848 0.111111
3852 6226 0.111111
3852 2644 0.034483
3852 2703 0.166667
3852 1191 0.142857
3852 4243 0.083333
3852 3527 0.062500
3852 4814 0.009434
3852 5319 0.020833
3852 733 0.200000
3852 5446 0.033333
3852 6049 0.037037
3852 2577 0.040000
3852 337 0.041667
3852 5221 0.142857
3852 42 0.100000
3852 1618 0.028571
3852 2927 0.100000
3852 3798 0.034483
3852 1758 0.333333
3852 1830 0.100000
3852 1975 0.015873
3852 4274 0.027027
3852 5540 0.142857
3852 1777 0.166667
3852 69 0.066667
3852 2904 0.018868
3852 3721 0.250000
3852 5238 0.083333
3852 4021 0.166667
3852 84 0.090909
3852 873 0.111111
3852 5368 0.027778
3852 3907 0.333333
3852 2449 0.083333
3852 4221 0.142857
3852 4522 0.333333
3852 1286 0.200000
3852 4872 0.111111
3852 1771 0.333333
3852 1458 0.018519
3852 1217 0.052632
3852 3551 0.090909
3852 4340 0.037037
3852 2440 0.028571
3852 6182 0.090909
3852 1194 0.062500
3852 301 0.142857
3852 5631 0.012195
3852 4110 0.076923
3852 2326 0.023256
3852 1508 0.035714
3852 5499 0.125000
3852 4130 0.040000
3852 5178 0.006897
3852 2861 0.058824
3852 545 0.047619
3852 4341 0.250000
3852 2211 0.066667
3852 2090 0.035714
3852 5500 0.033333
3852 3689 0.037037
3852 3900 0.037037
3852 6294 0.111111
3852 4758 0.100000
3852 2358 0.032258
3852 6032 0.047619
3852 5630 0.043478
3852 2854 0.037037
3852 1205 0.015625
3852 5744 0.125000
3852 3097 0.016393
3852 1595 0.047619
3852 4227 0.066667
3852 2839 0.250000
3852 1612 0.043478
3852 4489 0.035714
3852 5373 0.007463
3852 965 0.125000
3852 347 0.058824
3852 5487 0.045455
3852 4986 0.062500
3852 4723 0.011765
3852 3054 0.076923
3852 224 0.055556
3852 1393 0.076923
3852 5642 0.031250
3852 5167 0.033333
3852 1864 0.055556
3852 3300 0.100000
3852 3341 0.034483
3852 1126 0.040000
3852 5646 0.200000
3852 3088 0.031250
3852 2882 0.029412
3852 1760 0.025641
3852 2621 0.125000
3852 4714 0.045455
3852 5266 0.009804
3852 2863 0.050000
3852 4448 0.012821
3852 2444 0.005525
3852 5013 0.017544
3852 769 0.066667
3852 3291 0.008403
3852 3738 0.005208
3852 2992 0.007246
3852 5912 0.004608
3852 6231 0.007407
3852 1868 0.027778
3852 2401 0.010101
3852 2339 0.066667
3852 389 0.038462
3852 4306 0.011236
3852 2093 0.125000
3852 3847 0.062500
3852 5434 0.006803
3852 3645 0.028571
3852 190 0.047619
3852 6228 0.090909
3852 159 0.023256
3852 5781 0.076923
3852 3104 0.125000
3852 5775 0.031250
3852 286 0.043478
3852 429 0.058824
3852 4100 0.010638
3852 3858 0.038462
3852 241 0.008621
3852 5189 0.022727
3852 2395 0.200000
3852 4597 0.008547
3852 2912 0.023256
3852 4823 0.071429
3852 5078 0.014085
3852 3883 0.015873
3852 472 0.027778
3852 1052 0.047619
3852 1822 0.007692
3852 6001 0.045455
3852 5983 0.062500
3852 5908 0.010417
3852 1826 0.058824
3852 396 0.090909
3852 3560 0.142857
3852 5716 0.027778
3852 3528 0.006757
3852 5676 0.013514
3852 295 0.041667
3852 6255 0.028571
3852 6108 0.047619
3852 1547 0.142857
3852 3531 0.200000
3852 4653 0.004831
2525 3500 0.033333
2525 3895 0.009174
2525 3375 0.250000
2525 6268 0.020408
2525 6189 0.016129
2525 3322 0.017241
2525 5410 0.333333
2525 6321 0.111111
2525 5172 0.125000
2525 3184 0.005780
2525 3008 0.125000
2525 4858 0.027027
2525 1805 0.013158
2525 1644 0.083333
2525 4240 0.004854
2525 6140 0.142857
2525 4598 0.040000
2525 5750 0.083333
2525 4124 0.142857
2525 2393 0.142857
2525 4014 0.047619
2525 1896 0.047619
2525 5933 0.166667
2525 3958 0.125000
2525 2403 0.021739
2525 1186 0.200000
2525 3029 0.037037
2525 1717 0.333333
2525 1615 0.023810
2525 3233 0.142857
2525 869 0.021277
2525 4973 0.019231
2525 5757 0.019608
2525 6347 0.017544
2525 3605 0.003247
2525 4563 0.166667
2525 6385 0.041667
2525 4040 0.032258
2525 4006 0.009709
2525 6171 0.025000
2525 4819 0.125000
2525 902 0.055556
2525 922 0.250000
2525 2081 0.041667
2525 4051 0.083333
2525 4175 0.071429
2525 1766 0.058824
2525 4716 0.014493
2525 632 0.021739
2525 6316 0.076923
2525 3558 0.018519
2525 6248 0.026316
2525 212 0.033333
2525 6358 0.023256
2525 1531 0.027027
2525 2339 0.066667
2525 232 0.200000
2525 1070 0.071429
2525 1343 0.023810
2525 6354 0.016129
2525 3315 0.090909
2525 2575 0.012658
2525 2297 0.030303
2525 3492 0.015385
2525 617 0.027778
2525 1880 0.200000
2525 3877 0.055556
2525 2848 0.111111
2525 4620 0.200000
2525 2703 0.166667
2525 6373 0.142857
2525 4814 0.009434
2525 5319 0.020833
2525 3070 0.037037
2525 5221 0.142857
2525 1504 0.200000
2525 1975 0.015873
2525 1777 0.166667
2525 2904 0.018868
2525 494 0.014925
2525 5238 0.083333
2525 691 0.200000
2525 5368 0.027778
2525 3437 0.062500
2525 5967 0.100000
2525 3907 0.333333
2525 1234 0.166667
2525 1286 0.200000
2525 5997 0.090909
2525 3188 0.071429
2525 2479 0.090909
2525 6375 0.066667
2525 1077 0.037037
2525 2895 0.027778
2525 3259 0.076923
2525 582 0.050000
2525 4768 0.012048
2525 6395 0.142857
2525 996 0.037037
2525 540 0.111111
2525 4098 0.166667
2525 4416 0.062500
2525 4473 0.014493
2525 3196 1.000000
2525 4105 0.010101
2525 4432 0.043478
2525 5847 0.111111
2525 1227 0.111111
2525 3283 0.100000
2525 1473 0.030303
2525 5945 0.038462
2525 3460 0.125000
2525 458 0.009901
2525 1569 0.052632
2525 563 0.100000
2525 5382 0.200000
