5540 31920
3798 5353 0.142857
3798 5038 0.166667
3798 3989 0.005682
3798 1615 0.023256
3798 2813 0.200000
3798 4777 0.250000
3798 1673 0.013158
3798 5056 0.200000
3798 2636 0.047619
3798 2004 1.000000
3798 4621 0.250000
3798 100 0.016667
3798 4782 0.022727
3798 2999 1.000000
3798 2928 0.500000
3798 6013 0.166667
3798 2484 0.031250
3798 1944 0.100000
3798 4431 0.333333
3798 3372 0.500000
3798 1159 0.001761
3798 2281 0.029412
3798 6365 0.058824
3798 3346 0.013889
3798 2376 0.200000
3798 167 0.041667
3798 1585 0.005076
3798 5449 0.025641
3798 1562 0.250000
3798 3618 0.001068
3798 5236 0.030303
3798 5920 0.142857
3798 3239 0.200000
3798 5372 0.058824
3798 1293 0.023810
3798 1011 0.005682
3798 2492 0.004425
3798 4134 0.333333
3798 4466 0.500000
3798 2066 0.041667
3798 5243 0.058824
3798 3738 0.026316
3798 584 0.071429
3798 3806 0.034483
3798 5134 0.019231
3798 2771 0.045455
3798 2324 0.090909
3798 271 0.142857
3798 2867 0.333333
3798 2420 0.333333
3798 156 0.250000
3798 4285 0.034483
3798 4222 0.008130
3798 4201 0.166667
3798 4357 0.166667
3798 5699 0.066667
3798 2909 0.166667
3798 627 0.500000
3798 1284 0.250000
3798 1911 1.000000
3798 2471 0.200000
3798 2159 0.200000
3798 2326 0.015873
3798 5499 0.100000
3798 5064 1.000000
3798 3605 0.002088
3798 5289 0.250000
3798 197 0.055556
3798 2074 0.500000
3798 2276 1.000000
3798 5788 0.004386
3798 3555 0.001038
3798 3320 0.125000
3798 5787 0.015873
3798 4265 0.166667
3798 1371 0.250000
3798 212 0.100000
3798 2838 0.500000
3798 3302 0.500000
3798 6050 0.003534
3798 716 0.001255
3798 6261 0.031250
3798 1142 0.037037
3798 1071 0.005650
1169 2803 1.000000
1169 3943 0.031250
1169 5409 0.142857
1169 3299 0.016949
1169 2345 0.100000
1169 6376 0.125000
1169 2236 1.000000
1169 3492 0.012195
1169 2800 0.100000
1169 3798 0.000312
1169 2845 0.023256
1169 4412 0.027027
1169 2239 0.500000
1169 25 0.004545
1169 716 0.001255
1169 2363 0.090909
1169 5989 0.000695
1169 2113 0.125000
1169 5419 0.038462
1169 1519 0.052632
1169 1171 0.500000
1169 5442 0.021739
1169 668 0.500000
1169 6125 0.020000
1169 5099 0.200000
1169 4836 0.200000
1169 802 0.011236
1169 2384 0.083333
1169 1488 0.035714
1169 4475 0.090909
1169 1933 0.500000
1169 4 0.500000
1169 3936 0.500000
3943 3798 0.000312
3943 5368 0.018519
3943 3555 0.001038
3943 1159 0.001761
3943 3618 0.001068
5409 3852 0.001751
5409 2525 0.003906
5409 3798 0.000312
5409 494 0.006410
5409 2672 0.012987
5409 4240 0.002439
5409 3605 0.002088
5409 3555 0.001038
5409 716 0.001255
5409 5989 0.000695
5409 1519 0.052632
5409 3618 0.001068
5409 802 0.011236
5409 804 0.250000
5409 1501 0.055556
1398 4367 0.333333
1398 1631 0.125000
1398 2623 0.250000
1398 1638 0.200000
1398 5325 1.000000
1398 1460 1.000000
4367 2623 0.250000
1631 151 1.000000
1631 3006 0.031250
1631 3798 0.000312
1631 2050 0.035714
1631 2526 0.142857
1631 5215 0.055556
1631 571 0.055556
2296 5989 0.000695
2296 5624 0.166667
2296 837 0.005848
2296 3852 0.001751
2296 2525 0.003906
2296 3798 0.000312
2296 1720 0.333333
2296 1159 0.001761
2296 1585 0.005076
2296 3618 0.001068
2296 5365 0.022222
2296 1873 0.030303
2296 1570 0.014925
2296 3571 0.011905
2296 1011 0.005682
2296 5679 0.076923
2296 952 0.024390
2296 5105 0.031250
2296 32 0.020833
2296 3580 0.076923
2296 2636 0.047619
2296 1836 0.071429
2296 5599 0.006667
2296 826 1.000000
2296 2871 0.047619
2296 4206 0.033333
2296 494 0.006410
2296 2479 0.100000
2296 3105 0.040000
2296 1473 0.013889
2296 4809 0.009009
2296 4240 0.002439
2296 5179 0.100000
2296 3989 0.005682
2296 2745 0.055556
2296 3605 0.002088
2296 3555 0.001038
2296 6243 0.333333
2296 2588 0.055556
2296 1071 0.005650
2296 1773 0.013333
5989 537 0.017857
5989 6050 0.003534
5989 6013 0.166667
5989 2952 0.066667
5989 167 0.041667
5989 1562 0.250000
5989 5372 0.058824
5989 4134 0.333333
5989 5869 0.333333
5989 5134 0.019231
5900 3571 0.011905
5900 6048 0.111111
5900 4313 0.100000
5900 2866 0.040000
5900 3987 0.250000
5900 3233 0.200000
5900 264 0.333333
5900 3605 0.002088
5900 3734 0.142857
5900 3852 0.001751
5900 3621 0.015873
5900 2525 0.003906
5900 4315 1.000000
5900 3798 0.000312
5900 1504 0.015152
5900 494 0.006410
5900 4098 0.055556
5900 2989 0.043478
5900 3159 0.029412
5900 1473 0.013889
5900 4809 0.009009
5900 1805 0.013699
5900 4240 0.002439
5900 2698 0.018868
5900 3555 0.001038
5900 5303 0.032258
5900 2205 0.066667
5900 5320 0.055556
5900 6050 0.003534
5900 716 0.001255
5900 1071 0.005650
5900 4222 0.008130
5900 5867 0.111111
5900 4687 0.040000
5900 4531 0.142857
5900 1543 0.030303
5900 757 0.333333
5900 5989 0.000695
5900 5439 0.100000
5900 1159 0.001761
5900 1585 0.005076
5900 5776 0.250000
5900 3618 0.001068
5900 1873 0.030303
5900 1778 0.125000
3571 3852 0.001751
3571 3798 0.000312
3571 1473 0.013889
3571 2845 0.023256
3571 5998 0.142857
3571 3605 0.002088
3571 3555 0.001038
3571 5787 0.015873
3571 1632 0.029412
3571 716 0.001255
3571 4222 0.008130
3571 1673 0.013158
3571 5639 0.055556
3571 3299 0.016949
3571 5989 0.000695
3571 1125 0.333333
3571 1159 0.001761
3571 3618 0.001068
3571 952 0.024390
3571 4459 0.125000
3571 5013 0.018182
3571 3291 0.022222
3571 3738 0.026316
3571 4153 0.076923
3571 5189 0.022727
3571 472 0.027778
3571 3619 0.333333
2159 2492 0.004425
2159 5681 0.142857
2159 5989 0.000695
2159 4194 0.038462
2159 4791 0.500000
1585 1673 0.013158
1585 6108 0.041667
1585 3852 0.001751
1585 3492 0.012195
1585 537 0.017857
1585 3230 0.032258
1585 4098 0.055556
1585 5732 0.015385
1585 1473 0.013889
1585 3799 0.142857
1585 4240 0.002439
1585 3233 0.200000
1585 3707 0.083333
1585 1394 1.000000
1585 1088 0.016667
1585 4222 0.008130
1585 2272 0.047619
1585 6333 0.022727
1585 301 0.250000
1585 3237 0.125000
1585 2546 0.142857
1585 4687 0.040000
1585 100 0.016667
1585 4782 0.022727
1585 5989 0.000695
1585 2451 1.000000
1585 6157 0.047619
1585 1358 0.015625
1585 4986 0.066667
1585 5139 0.111111
1585 3280 0.500000
1585 1570 0.014925
1585 3571 0.011905
1585 5646 0.111111
1585 5243 0.058824
1585 4448 0.033333
1585 769 0.083333
1585 3291 0.022222
1585 2992 0.016393
1585 229 0.250000
1585 472 0.027778
1585 1018 0.031250
1585 2077 0.111111
3618 1173 0.016949
3618 537 0.017857
3618 5243 0.058824
2677 3798 0.000312
2677 716 0.001255
2677 5989 0.000695
1272 3798 0.000312
673 1466 0.006024
673 3492 0.012195
673 3798 0.000312
673 5989 0.000695
673 2119 0.333333
673 3618 0.001068
673 203 0.034483
673 4590 0.100000
1466 5372 0.058824
1466 845 0.333333
1466 224 0.500000
1466 3381 0.166667
1466 4728 0.250000
1466 6252 0.200000
1466 203 0.034483
1466 5134 0.019231
1466 6263 0.200000
1466 1432 0.500000
1466 1011 0.005682
1466 837 0.005848
1466 31 1.000000
1466 4839 0.023810
1466 3989 0.005682
1466 3555 0.001038
1466 716 0.001255
1466 1142 0.037037
1466 1759 0.043478
1466 6240 1.000000
1466 2271 0.125000
1466 3618 0.001068
3492 3798 0.000312
3492 720 0.083333
3492 3411 0.028571
3492 3674 1.000000
3492 3864 0.142857
3492 3159 0.029412
3492 684 0.333333
3492 1473 0.013889
3492 4809 0.009009
3492 4012 1.000000
3492 828 0.009259
3492 4240 0.002439
3492 2950 0.071429
3492 5179 0.100000
3492 484 0.250000
3492 3555 0.001038
3492 3320 0.125000
3492 1371 0.250000
3492 716 0.001255
3492 1142 0.037037
3492 3943 0.031250
3492 5631 0.016949
3492 846 0.200000
3492 802 0.011236
3492 5923 0.142857
3492 2492 0.004425
3492 3729 0.090909
3492 825 0.111111
3492 6288 0.200000
3492 4667 1.000000
3492 2992 0.016393
3492 3203 0.013158
3492 1123 1.000000
3492 1603 0.066667
3492 3605 0.002088
3492 1851 0.025000
3492 927 0.333333
3492 5720 0.333333
3492 5819 1.000000
3492 5989 0.000695
3492 1144 0.200000
3492 5419 0.038462
3492 1519 0.052632
3492 5898 0.333333
3492 5717 0.045455
3492 3618 0.001068
3492 2452 0.250000
2119 66 0.166667
2119 3798 0.000312
2119 4892 0.142857
2119 4487 1.000000
2119 1597 0.055556
2119 5989 0.000695
2119 5672 0.500000
2119 5487 0.041667
2119 2962 0.500000
2119 5569 0.500000
203 3798 0.000312
203 6050 0.003534
203 716 0.001255
203 5989 0.000695
203 3618 0.001068
2575 431 0.009434
2575 3798 0.000312
2575 1529 0.058824
2575 873 0.026316
2575 5967 0.076923
2575 2479 0.100000
2575 3864 0.142857
2575 3009 0.090909
2575 4044 0.125000
2575 5732 0.015385
2575 5788 0.004386
2575 4349 0.021277
2575 3555 0.001038
2575 5787 0.015873
2575 6333 0.022727
2575 1773 0.013333
2575 2861 0.043478
2575 1543 0.030303
2575 3903 0.047619
2575 3815 0.142857
2575 5989 0.000695
2575 2030 0.500000
2575 5849 0.019231
2575 762 0.166667
2575 1331 0.200000
2575 1159 0.001761
2575 6157 0.047619
2575 3618 0.001068
2575 2301 0.020833
2575 5139 0.111111
2575 1570 0.014925
2575 3956 0.050000
2575 6346 0.125000
2575 3463 0.333333
2575 2992 0.016393
2575 5977 1.000000
2575 896 0.111111
2575 1534 0.125000
2575 1606 0.023810
2575 3852 0.001751
2575 2525 0.003906
2575 1303 0.111111
2575 4814 0.008547
2575 1377 0.029412
2575 2672 0.012987
2575 4839 0.023810
2575 4240 0.002439
2575 2403 0.029412
2575 4973 0.025000
2575 716 0.001255
2575 5599 0.006667
431 3618 0.001068
431 197 0.055556
431 5788 0.004386
431 3555 0.001038
431 25 0.004545
431 2146 0.111111
431 1632 0.029412
431 6050 0.003534
431 716 0.001255
431 657 0.333333
431 1011 0.005682
431 2492 0.004425
431 2413 1.000000
431 4625 0.142857
431 5921 0.200000
431 2077 0.111111
431 3605 0.002088
431 2636 0.047619
431 6237 0.037037
431 1671 0.027027
431 5732 0.015385
431 1473 0.013889
431 5945 1.000000
431 1824 0.142857
431 5755 0.047619
431 4039 0.058824
431 409 0.040000
431 1805 0.013699
431 2405 0.052632
431 4313 0.100000
431 2403 0.029412
431 3989 0.005682
431 4520 0.023810
431 1615 0.023256
431 157 1.000000
431 2424 0.500000
431 3700 0.125000
431 1088 0.016667
431 1071 0.005650
431 5599 0.006667
431 5883 0.200000
431 2440 0.040000
431 681 0.066667
431 2326 0.015873
431 2871 0.047619
431 1773 0.013333
431 2358 0.033333
431 5630 0.041667
431 1925 0.125000
431 1673 0.013158
431 3769 0.025000
431 4813 0.015385
431 4930 0.200000
431 1359 0.200000
431 6190 0.200000
431 5989 0.000695
431 5515 0.076923
431 5624 0.166667
431 1437 0.076923
431 3910 0.041667
431 1159 0.001761
431 2281 0.029412
431 6365 0.058824
431 3346 0.013889
431 4251 0.021739
431 1358 0.015625
431 1585 0.005076
431 6323 0.050000
431 6071 0.045455
431 3925 0.250000
431 2793 0.333333
431 837 0.005848
431 3852 0.001751
431 5892 0.027027
431 3798 0.000312
431 5540 0.142857
431 537 0.017857
431 494 0.006410
431 873 0.026316
431 5368 0.018519
431 6012 0.125000
431 5752 0.500000
431 4098 0.055556
431 4821 0.023810
431 5236 0.030303
1529 1606 0.023810
1529 3798 0.000312
1529 6302 0.250000
1529 3864 0.142857
1529 540 0.090909
1529 5732 0.015385
1529 716 0.001255
1529 5989 0.000695
1529 2016 0.142857
1529 6199 1.000000
1529 388 0.142857
873 1159 0.001761
873 5449 0.025641
873 2771 0.045455
873 3798 0.000312
873 3650 0.033333
873 2397 0.125000
873 4240 0.002439
873 5788 0.004386
873 3555 0.001038
873 4222 0.008130
873 5599 0.006667
873 2358 0.033333
873 4782 0.022727
5967 3798 0.000312
5967 4240 0.002439
5967 4973 0.025000
5967 3605 0.002088
5967 1681 0.125000
5967 5989 0.000695
5967 4194 0.038462
5967 3618 0.001068
5967 1324 0.500000
5967 1534 0.125000
5967 388 0.142857
2479 431 0.009434
2479 3798 0.000312
2479 4240 0.002439
2479 3512 0.058824
2479 5989 0.000695
2479 5515 0.076923
2479 1159 0.001761
2479 3346 0.013889
2479 1778 0.125000
3864 4814 0.008547
3864 3798 0.000312
3864 5732 0.015385
3864 3432 1.000000
3864 4839 0.023810
3864 3605 0.002088
3864 2921 0.166667
3864 4064 0.083333
3864 6071 0.045455
3009 3798 0.000312
3009 4240 0.002439
3009 117 1.000000
3009 5989 0.000695
3009 5100 1.000000
3009 5923 0.142857
3009 412 0.250000
4044 3798 0.000312
4044 3738 0.026316
4044 584 0.071429
4044 2484 0.031250
4044 5754 1.000000
5732 848 0.200000
5732 2157 0.200000
5732 2793 0.333333
5732 1851 0.025000
5732 1011 0.005682
5732 2492 0.004425
5732 2066 0.041667
5732 3203 0.013158
5732 1534 0.125000
5732 1606 0.023810
5732 837 0.005848
5732 3798 0.000312
5732 5967 0.076923
5732 4839 0.023810
5732 4240 0.002439
5732 5788 0.004386
5732 4349 0.021277
5732 3555 0.001038
5732 2841 0.012821
5732 388 0.142857
5732 4064 0.083333
5732 6071 0.045455
5732 271 0.142857
5732 896 0.111111
5732 2950 0.071429
5732 3639 0.250000
5732 3989 0.005682
5732 3605 0.002088
5788 3745 0.250000
5788 837 0.005848
5788 537 0.017857
5788 4021 0.033333
5788 3989 0.005682
5788 3555 0.001038
5788 5787 0.015873
5788 1983 0.058824
5788 6050 0.003534
5788 716 0.001255
5788 1142 0.037037
5788 1071 0.005650
5788 4285 0.034483
5788 5711 0.500000
5788 3507 0.062500
5788 3696 0.035714
5788 2326 0.015873
5788 6032 0.250000
5788 2894 0.083333
5788 3769 0.025000
5788 4813 0.015385
5788 6000 0.166667
5788 4782 0.022727
5788 6208 0.250000
5788 3372 0.500000
5788 1159 0.001761
5788 4251 0.021739
5788 3618 0.001068
5788 1011 0.005682
5788 2492 0.004425
5788 5331 1.000000
5788 2992 0.016393
5788 6403 0.333333
4349 3798 0.000312
3555 537 0.017857
3555 1142 0.037037
3555 4201 0.166667
3555 4357 0.166667
3555 5500 0.043478
3555 6032 0.250000
3555 4782 0.022727
5787 5989 0.000695
5787 203 0.034483
5787 434 0.058824
6333 1159 0.001761
6333 3618 0.001068
6333 3621 0.015873
6333 3798 0.000312
6333 5788 0.004386
6333 3555 0.001038
6333 1071 0.005650
6333 5599 0.006667
6333 2272 0.047619
6333 2326 0.015873
6333 2492 0.004425
6333 429 0.030303
6333 3642 1.000000
1773 1173 0.016949
1773 3852 0.001751
1773 1466 0.006024
1773 3798 0.000312
1773 4958 1.000000
1773 1473 0.013889
1773 1805 0.013699
1773 4240 0.002439
1773 5788 0.004386
1773 1071 0.005650
1773 4222 0.008130
1773 5599 0.006667
1773 3507 0.062500
1773 681 0.066667
1773 4787 0.100000
1773 6237 0.037037
1773 2550 0.008130
1773 5989 0.000695
1773 3206 0.025000
1773 3910 0.041667
1773 3346 0.013889
1773 1358 0.015625
1773 1585 0.005076
1773 1657 0.047619
1773 3618 0.001068
1773 1570 0.014925
1773 3571 0.011905
1773 2492 0.004425
1773 3291 0.022222
1773 3883 0.066667
2861 5137 0.023256
2861 3852 0.001751
2861 5221 0.030303
2861 3798 0.000312
2861 582 0.023256
2861 3555 0.001038
2861 3696 0.035714
2861 5989 0.000695
2861 3618 0.001068
2861 4625 0.142857
2861 5908 0.166667
1543 4032 0.333333
1543 1466 0.006024
1543 3798 0.000312
1543 3759 0.071429
1543 5788 0.004386
1543 3555 0.001038
1543 4222 0.008130
1543 5989 0.000695
1543 1159 0.001761
1543 1585 0.005076
1543 3618 0.001068
1543 1570 0.014925
1543 3738 0.026316
1543 3883 0.066667
3903 3621 0.015873
3903 3798 0.000312
3903 582 0.023256
3903 6116 0.200000
3903 108 0.047619
3903 3555 0.001038
3903 716 0.001255
3903 1088 0.016667
3903 5989 0.000695
3903 4816 0.100000
3903 1657 0.047619
3903 4945 0.250000
3903 3956 0.050000
3903 4983 0.013158
3903 4362 0.111111
3903 3738 0.026316
3903 2992 0.016393
3903 4475 0.090909
3903 1501 0.055556
3815 3910 0.041667
3815 1159 0.001761
5849 2969 0.200000
5849 3826 1.000000
5849 5851 0.200000
5849 2008 0.250000
5849 3798 0.000312
5849 3555 0.001038
5849 716 0.001255
5849 5989 0.000695
5849 4409 0.333333
5849 167 0.041667
5849 1461 0.333333
5849 3562 0.142857
5849 5483 0.111111
5849 3618 0.001068
5849 5920 0.142857
5849 2526 0.142857
5849 6303 0.166667
5849 3381 0.166667
5849 5028 0.142857
5849 4261 1.000000
762 2672 0.012987
762 3798 0.000312
762 3555 0.001038
762 6050 0.003534
762 3292 0.083333
762 5989 0.000695
762 2448 0.066667
762 1559 0.018182
1159 2324 0.090909
1159 537 0.017857
1159 5039 0.032258
1159 648 0.066667
1159 1016 0.500000
1159 2444 0.035714
1159 3556 0.076923
6157 4661 0.166667
6157 1173 0.016949
6157 2531 0.055556
6157 837 0.005848
6157 3621 0.015873
6157 3798 0.000312
6157 3989 0.005682
6157 1615 0.023256
6157 5788 0.004386
6157 3555 0.001038
6157 716 0.001255
6157 2654 0.250000
6157 3604 0.043478
6157 1159 0.001761
6157 3618 0.001068
6157 5236 0.030303
6157 1011 0.005682
6157 3942 0.027778
5139 1466 0.006024
5139 3798 0.000312
5139 2940 0.043478
5139 6050 0.003534
1570 3852 0.001751
1570 3798 0.000312
1570 5732 0.015385
1570 3989 0.005682
1570 3555 0.001038
1570 4222 0.008130
1570 5500 0.043478
1570 5989 0.000695
1570 3604 0.043478
1570 1159 0.001761
1570 3618 0.001068
1570 3571 0.011905
3956 3798 0.000312
3956 3618 0.001068
6346 3798 0.000312
3463 3798 0.000312
3463 5989 0.000695
2992 3587 0.011236
2992 1173 0.016949
2992 3852 0.001751
2992 2525 0.003906
2992 3798 0.000312
2992 1529 0.058824
2992 494 0.006410
2992 1741 0.017241
2992 3259 0.010870
2992 5732 0.015385
2992 828 0.009259
2992 4240 0.002439
2992 2698 0.018868
2992 3555 0.001038
2992 5884 0.029412
2992 884 0.250000
2992 6050 0.003534
2992 716 0.001255
2992 2588 0.055556
2992 1071 0.005650
2992 6090 0.022727
2992 2871 0.047619
2992 1773 0.013333
2992 5989 0.000695
2992 3012 0.043478
2992 1159 0.001761
2992 61 0.035714
2992 3618 0.001068
2992 1570 0.014925
2992 2492 0.004425
2992 5646 0.111111
2992 5912 0.058824
2992 3203 0.013158
2992 5105 0.031250
2992 5097 0.014286
896 3798 0.000312
896 4349 0.021277
896 3555 0.001038
896 3870 0.066667
896 5989 0.000695
1534 3798 0.000312
1534 1529 0.058824
1534 3555 0.001038
1534 2921 0.166667
1534 6091 0.100000
1534 388 0.142857
1733 1207 0.250000
1733 1659 0.058824
1659 3618 0.001068
1659 5146 1.000000
1659 3555 0.001038
1659 6050 0.003534
1659 3947 0.090909
1659 3798 0.000312
5773 3798 0.000312
5773 11 0.200000
5773 871 1.000000
5773 3555 0.001038
5773 2326 0.015873
5773 5343 0.076923
5773 5542 0.500000
5773 5989 0.000695
5773 2281 0.029412
5773 1851 0.025000
11 1358 0.015625
871 3798 0.000312
871 1071 0.005650
2326 3555 0.001038
2326 5787 0.015873
2326 2894 0.083333
2326 1944 0.100000
2326 1159 0.001761
2326 6323 0.050000
2326 2771 0.045455
5343 837 0.005848
5343 3989 0.005682
5343 1011 0.005682
5343 2771 0.045455
5542 1019 0.034483
5542 3555 0.001038
5542 1159 0.001761
2281 837 0.005848
2281 2405 0.052632
2281 3989 0.005682
2281 5949 0.125000
2281 3555 0.001038
2281 2841 0.012821
2281 1159 0.001761
2281 1358 0.015625
2281 292 0.045455
2281 1011 0.005682
2281 2401 0.012195
1851 716 0.001255
1851 206 0.500000
1851 5989 0.000695
1851 2367 0.052632
1851 3299 0.016949
1851 1545 0.250000
1851 2628 0.111111
1851 2492 0.004425
1851 641 0.125000
1851 570 0.055556
1851 5785 0.111111
1851 4270 0.055556
1851 1466 0.006024
1851 3798 0.000312
1851 4189 0.055556
1851 3555 0.001038
66 3798 0.000312
66 5730 1.000000
66 716 0.001255
66 5989 0.000695
5730 3492 0.012195
5730 3798 0.000312
5730 3592 1.000000
5730 3605 0.002088
5730 716 0.001255
5730 5599 0.006667
5730 1159 0.001761
5730 5788 0.004386
5730 3555 0.001038
716 5039 0.032258
716 1142 0.037037
1989 3798 0.000312
5364 3798 0.000312
5364 3910 0.041667
3910 6000 0.166667
3910 3807 0.045455
6041 773 0.500000
6041 1159 0.001761
4371 3798 0.000312
4371 4809 0.009009
4371 4240 0.002439
4371 5599 0.006667
4371 5631 0.016949
4371 1159 0.001761
4371 3618 0.001068
4371 1466 0.006024
4809 4462 0.250000
4809 3555 0.001038
4809 2403 0.029412
4809 3216 0.125000
4809 3989 0.005682
4809 1615 0.023256
4809 776 0.071429
4809 197 0.055556
4809 3943 0.031250
4809 1773 0.013333
4809 2358 0.033333
4809 3074 0.250000
4809 2361 0.250000
4809 2306 0.142857
4809 5910 0.090909
4809 2882 0.166667
4809 3291 0.022222
4809 3738 0.026316
4809 1673 0.013158
4809 792 0.333333
4809 2420 0.333333
4809 472 0.027778
4809 6108 0.041667
4809 3587 0.011236
4809 5478 0.142857
4809 837 0.005848
4809 2828 0.076923
4809 5510 0.125000
4809 1377 0.029412
4809 3909 0.090909
4809 2698 0.018868
4809 275 0.250000
4809 3191 0.076923
4809 1570 0.014925
4809 6373 0.083333
4809 431 0.009434
4809 873 0.026316
4809 5967 0.076923
4809 3259 0.010870
4809 5303 0.032258
4809 212 0.100000
4809 3902 0.033333
4809 716 0.001255
4809 3995 0.142857
4809 5699 0.066667
4809 5599 0.006667
4809 4902 0.023256
4809 1543 0.030303
4809 5542 0.500000
4809 100 0.016667
4809 2550 0.008130
4809 5989 0.000695
4809 2442 0.047619
4809 1159 0.001761
4809 6125 0.020000
4809 3618 0.001068
4809 5236 0.030303
4809 3571 0.011905
4809 5372 0.058824
4809 1011 0.005682
4809 6178 0.066667
4809 5646 0.111111
4240 6050 0.003534
4240 5365 0.022222
4240 2636 0.047619
4240 5499 0.100000
4240 520 0.166667
4240 1431 0.166667
4240 3851 0.100000
4240 1519 0.052632
4240 1836 0.071429
4240 1819 0.166667
4240 1437 0.076923
4240 1159 0.001761
4240 2281 0.029412
4240 6365 0.058824
4240 3346 0.013889
4240 4251 0.021739
4240 6157 0.047619
4240 1358 0.015625
4240 6323 0.050000
4240 6125 0.020000
4240 4986 0.066667
4240 3618 0.001068
4240 2301 0.020833
4240 1486 0.055556
4240 3280 0.500000
4240 1570 0.014925
4240 3571 0.011905
4240 4983 0.013158
4240 1011 0.005682
4240 2492 0.004425
4240 3341 0.038462
4240 3381 0.166667
4240 203 0.034483
4240 3908 0.076923
4240 4721 0.043478
4240 3734 0.142857
4240 837 0.005848
4240 3852 0.001751
4240 6210 0.166667
4240 1466 0.006024
4240 3412 0.100000
4240 6373 0.083333
4240 5892 0.027027
4240 431 0.009434
4240 3798 0.000312
4240 1504 0.015152
4240 5540 0.142857
4240 537 0.017857
4240 3927 0.052632
4240 4813 0.015385
4240 1659 0.058824
4240 3991 0.030303
4240 100 0.016667
4240 5828 0.200000
4240 6190 0.200000
4240 5989 0.000695
4240 5439 0.100000
4240 4021 0.033333
4240 3650 0.033333
4240 1286 0.040000
4240 6244 0.040000
4240 1019 0.034483
4240 4098 0.055556
4240 1219 0.055556
4240 3105 0.040000
4240 1671 0.027027
4240 1473 0.013889
4240 2940 0.043478
4240 2672 0.012987
4240 2647 0.023256
4240 5563 0.038462
4240 4337 0.500000
4240 551 0.111111
4240 4045 0.500000
4240 2698 0.018868
4240 4313 0.100000
4240 2866 0.040000
4240 6361 0.022222
4240 5366 0.025641
4240 3234 0.142857
4240 3989 0.005682
4240 1615 0.023256
4240 3233 0.200000
4240 1912 0.033333
4240 4189 0.055556
4240 4032 0.333333
4240 3605 0.002088
4240 5289 0.250000
4240 197 0.055556
4240 5788 0.004386
4240 3555 0.001038
4240 3320 0.125000
4240 25 0.004545
4240 5884 0.029412
4240 3707 0.083333
4240 4314 0.062500
4240 212 0.100000
4240 3302 0.500000
4240 6358 0.250000
4240 3902 0.033333
4240 1632 0.029412
4240 5320 0.055556
4240 716 0.001255
4240 2408 0.038462
4240 6261 0.031250
4240 1088 0.016667
4240 1597 0.055556
4240 1142 0.037037
4240 1071 0.005650
4240 4222 0.008130
4240 4285 0.034483
4240 5337 0.055556
4240 2909 0.166667
4240 5599 0.006667
4240 2272 0.047619
