2035 6712
364 433 0.250000
364 444 0.333333
364 455 0.166667
364 492 1.000000
364 502 0.500000
364 507 0.333333
364 520 0.166667
364 522 0.500000
364 527 0.500000
364 532 0.041667
364 536 0.200000
364 550 1.000000
364 552 0.250000
364 556 0.333333
364 562 0.200000
364 564 0.500000
364 568 0.500000
364 573 1.000000
364 579 1.000000
364 595 0.166667
364 604 0.500000
364 615 0.500000
364 623 0.500000
364 744 0.500000
364 1520 1.000000
46 7 0.125000
46 185 0.058824
7 46 0.500000
7 119 0.142857
7 253 0.200000
7 260 0.333333
7 271 0.200000
7 314 0.090909
7 545 0.333333
7 614 0.062500
119 7 0.125000
119 15 0.076923
119 143 0.027027
119 212 0.040000
119 233 1.000000
119 439 0.166667
119 602 0.250000
253 7 0.125000
253 291 0.071429
253 294 0.333333
253 521 0.200000
253 560 0.100000
260 7 0.125000
260 52 0.200000
260 560 0.100000
271 7 0.125000
271 52 0.200000
271 294 0.333333
271 521 0.200000
271 560 0.100000
314 7 0.125000
314 143 0.027027
314 209 0.083333
314 228 0.100000
314 231 0.500000
314 287 0.333333
314 291 0.071429
314 417 0.083333
314 467 0.500000
314 613 0.090909
314 617 0.100000
545 7 0.125000
545 52 0.200000
545 560 0.100000
614 7 0.125000
614 15 0.076923
614 39 1.000000
614 125 0.142857
614 165 1.000000
614 171 0.200000
614 216 0.066667
614 235 0.028571
614 277 0.333333
614 284 0.200000
614 289 0.142857
614 381 0.333333
614 484 0.250000
614 503 1.000000
614 593 0.500000
614 615 0.500000
8 364 0.011628
216 9 0.500000
216 96 0.500000
216 235 0.028571
216 276 0.500000
216 277 0.333333
216 283 1.000000
216 293 0.500000
216 316 0.500000
216 329 0.333333
216 379 0.166667
216 381 0.333333
216 394 1.000000
216 415 1.000000
216 614 0.062500
216 1305 0.037037
9 216 0.066667
9 592 0.250000
592 9 0.500000
592 212 0.040000
592 235 0.028571
592 432 0.500000
167 10 1.000000
167 52 0.200000
167 114 0.250000
167 235 0.028571
167 256 0.500000
167 528 0.500000
167 585 0.090909
167 598 0.111111
10 167 0.125000
102 11 1.000000
102 156 0.500000
102 158 0.500000
102 541 0.333333
11 102 0.250000
62 12 0.333333
62 13 1.000000
62 29 0.333333
62 81 0.250000
62 169 0.333333
62 174 0.200000
62 215 1.000000
62 217 0.062500
62 255 0.200000
62 278 0.250000
62 321 0.500000
62 344 0.125000
62 372 0.333333
62 391 0.333333
62 412 0.500000
62 446 0.066667
62 454 0.055556
62 479 1.000000
62 490 1.000000
62 500 0.250000
62 518 0.333333
62 549 0.200000
62 588 1.000000
12 62 0.043478
12 332 0.500000
12 512 0.250000
332 12 0.333333
332 512 0.250000
512 12 0.333333
512 332 0.500000
512 770 0.500000
512 964 0.250000
13 62 0.043478
608 14 1.000000
608 164 0.029412
608 212 0.040000
14 608 0.333333
75 15 0.076923
75 365 0.166667
15 75 0.500000
15 101 0.333333
15 119 0.142857
15 121 1.000000
15 137 0.200000
15 138 0.250000
15 146 0.200000
15 207 0.250000
15 228 0.100000
15 292 0.076923
15 429 0.333333
15 458 0.200000
15 614 0.062500
101 15 0.076923
101 439 0.166667
101 598 0.111111
121 15 0.076923
137 15 0.076923
137 143 0.027027
137 209 0.083333
137 292 0.076923
137 607 0.250000
138 15 0.076923
138 143 0.027027
138 429 0.333333
138 458 0.200000
146 15 0.076923
146 28 0.200000
146 143 0.027027
146 209 0.083333
146 585 0.090909
207 15 0.076923
207 28 0.200000
207 143 0.027027
207 585 0.090909
228 15 0.076923
228 28 0.200000
228 70 1.000000
228 116 0.333333
228 143 0.027027
228 191 1.000000
228 201 1.000000
228 269 0.500000
228 314 0.090909
228 585 0.090909
292 15 0.076923
292 99 0.076923
292 117 0.333333
292 137 0.200000
292 143 0.027027
292 151 0.333333
292 217 0.062500
292 282 0.166667
292 307 0.500000
292 495 0.250000
292 527 0.500000
292 581 0.250000
292 593 0.500000
429 15 0.076923
429 138 0.250000
429 143 0.027027
458 15 0.076923
458 138 0.250000
458 143 0.027027
458 209 0.083333
458 497 1.000000
350 16 0.500000
350 92 0.250000
350 232 1.000000
350 280 0.076923
350 337 1.000000
350 346 0.500000
350 411 1.000000
350 506 0.200000
350 584 0.500000
350 1399 1.000000
350 1672 1.000000
350 2014 0.333333
16 350 0.083333
16 2014 0.333333
2014 16 0.500000
2014 350 0.083333
2014 1765 1.000000
31 17 0.166667
31 68 0.333333
31 82 0.333333
31 136 0.200000
31 217 0.062500
31 264 0.200000
31 289 0.142857
31 585 0.090909
17 31 0.125000
17 125 0.142857
17 212 0.040000
17 217 0.062500
17 249 0.083333
17 365 0.166667
125 17 0.166667
125 106 0.333333
125 330 1.000000
125 444 0.333333
125 610 0.200000
125 614 0.062500
125 1328 1.000000
212 17 0.166667
212 49 0.500000
212 103 0.500000
212 111 0.500000
212 119 0.142857
212 149 1.000000
212 272 0.333333
212 285 1.000000
212 291 0.071429
212 296 0.200000
212 306 0.333333
212 309 1.000000
212 360 0.500000
212 365 0.166667
212 442 0.500000
212 455 0.166667
212 483 1.000000
212 491 0.142857
212 548 0.500000
212 574 0.500000
212 592 0.250000
212 608 0.333333
212 613 0.090909
212 744 0.500000
212 1142 1.000000
217 17 0.166667
217 31 0.125000
217 62 0.043478
217 86 0.250000
217 87 0.500000
217 204 1.000000
217 241 0.250000
217 261 1.000000
217 277 0.333333
217 282 0.166667
217 292 0.076923
217 334 0.500000
217 381 0.333333
217 387 0.500000
217 523 0.500000
217 604 0.500000
249 17 0.166667
249 26 0.500000
249 106 0.333333
249 251 1.000000
249 268 0.500000
249 321 0.500000
249 352 0.142857
249 434 0.333333
249 486 0.500000
249 491 0.142857
249 534 1.000000
249 610 0.200000
365 17 0.166667
365 68 0.333333
365 75 0.500000
365 212 0.040000
365 453 1.000000
365 610 0.200000
552 18 1.000000
552 85 1.000000
552 235 0.028571
552 364 0.011628
18 552 0.250000
94 19 0.142857
19 94 1.000000
19 186 0.333333
19 255 0.200000
19 536 0.200000
19 547 0.250000
19 549 0.200000
19 587 1.000000
186 19 0.142857
186 195 0.500000
186 547 0.250000
255 19 0.142857
255 62 0.043478
255 145 0.166667
255 185 0.058824
255 454 0.055556
536 19 0.142857
536 145 0.166667
536 185 0.058824
536 364 0.011628
536 454 0.055556
547 19 0.142857
547 186 0.333333
547 412 0.500000
547 531 0.142857
549 19 0.142857
549 62 0.043478
549 145 0.166667
549 185 0.058824
549 454 0.055556
587 19 0.142857
176 20 0.200000
176 29 0.333333
176 109 0.333333
176 180 0.333333
176 373 0.333333
176 478 0.200000
176 1113 1.000000
20 176 0.142857
20 180 0.333333
20 357 0.055556
20 431 0.076923
20 446 0.066667
180 20 0.200000
180 176 0.142857
180 478 0.200000
431 20 0.200000
431 74 0.142857
431 88 0.500000
431 93 0.500000
431 243 0.142857
431 348 1.000000
431 352 0.142857
431 354 0.500000
431 357 0.055556
431 363 0.333333
431 370 1.000000
431 478 0.200000
431 486 0.500000
446 20 0.200000
446 62 0.043478
446 83 0.500000
446 86 0.250000
446 89 0.250000
446 99 0.076923
446 117 0.333333
446 151 0.333333
446 250 1.000000
446 278 0.250000
446 295 0.500000
446 344 0.125000
446 358 0.200000
446 443 0.333333
446 478 0.200000
21 515 0.250000
417 22 1.000000
417 67 0.500000
417 136 0.200000
417 224 0.500000
417 264 0.200000
417 291 0.071429
417 314 0.090909
417 327 0.250000
417 329 0.333333
417 364 0.011628
417 395 0.500000
417 617 0.100000
22 417 0.083333
53 23 1.000000
53 54 1.000000
53 221 0.142857
23 53 0.333333
142 24 0.500000
142 465 1.000000
142 476 1.000000
142 575 0.500000
24 142 0.250000
24 416 0.500000
416 24 0.500000
416 561 0.250000
185 25 0.500000
185 46 0.500000
185 97 0.333333
185 103 0.500000
185 147 1.000000
185 200 0.500000
185 203 1.000000
185 210 0.500000
185 240 0.500000
185 255 0.200000
185 341 1.000000
185 408 0.500000
185 499 1.000000
185 536 0.200000
185 549 0.200000
185 568 0.500000
185 612 0.250000
25 185 0.058824
25 439 0.166667
439 25 0.500000
439 44 0.333333
439 101 0.333333
439 114 0.250000
439 119 0.142857
439 407 0.500000
26 249 0.083333
26 541 0.333333
541 26 0.500000
541 102 0.250000
541 489 0.333333
27 364 0.011628
28 146 0.200000
28 207 0.250000
28 228 0.100000
28 282 0.166667
28 495 0.250000
282 28 0.200000
282 143 0.027027
282 209 0.083333
282 217 0.062500
282 292 0.076923
282 607 0.250000
495 28 0.200000
495 99 0.076923
495 143 0.027027
495 292 0.076923
29 62 0.043478
29 176 0.142857
29 518 0.333333
518 29 0.333333
518 62 0.043478
518 454 0.055556
30 143 0.027027
30 164 0.029412
30 297 0.200000
164 30 0.333333
164 43 0.500000
164 45 0.250000
164 51 0.250000
164 63 0.333333
164 95 0.250000
164 104 0.333333
164 134 0.500000
164 139 0.333333
164 170 0.166667
164 187 0.333333
164 208 0.058824
164 220 0.250000
164 288 1.000000
164 306 0.333333
164 374 0.125000
164 375 1.000000
164 433 0.250000
164 437 0.500000
164 440 1.000000
164 442 0.500000
164 445 1.000000
164 447 1.000000
164 475 1.000000
164 520 0.166667
164 525 1.000000
164 532 0.041667
164 553 0.500000
164 556 0.333333
164 559 0.100000
164 586 0.500000
164 608 0.333333
164 1061 0.032258
164 1325 0.500000
297 30 0.333333
297 99 0.076923
297 174 0.200000
297 291 0.071429
297 428 1.000000
68 31 0.125000
68 365 0.166667
68 602 0.250000
82 31 0.125000
82 235 0.028571
82 598 0.111111
136 31 0.125000
136 115 0.500000
136 417 0.083333
136 602 0.250000
136 907 0.142857
264 31 0.125000
264 115 0.500000
264 417 0.083333
264 602 0.250000
264 907 0.142857
585 31 0.125000
585 114 0.250000
585 146 0.200000
585 167 0.125000
585 207 0.250000
585 228 0.100000
585 235 0.028571
585 248 0.071429
585 361 1.000000
585 596 0.142857
585 598 0.111111
310 32 0.333333
310 230 0.333333
310 343 0.250000
32 310 0.333333
32 343 0.250000
32 410 0.047619
343 32 0.333333
343 230 0.333333
343 248 0.071429
343 310 0.333333
410 32 0.333333
410 40 1.000000
410 160 1.000000
410 181 1.000000
410 230 0.333333
410 242 1.000000
410 252 0.500000
410 272 0.333333
410 289 0.142857
410 367 0.500000
410 376 0.500000
410 393 0.333333
410 438 0.500000
410 461 0.500000
410 470 0.500000
410 481 0.500000
410 496 0.333333
410 576 1.000000
410 582 0.500000
410 601 1.000000
410 605 1.000000
61 33 0.500000
61 190 1.000000
61 364 0.011628
61 1082 0.028571
33 61 0.250000
33 364 0.011628
531 34 1.000000
531 36 1.000000
531 108 1.000000
531 195 0.500000
531 315 0.333333
531 448 0.142857
531 547 0.250000
34 531 0.142857
312 35 1.000000
312 169 0.333333
312 340 1.000000
312 493 1.000000
312 515 0.250000
35 312 0.200000
36 531 0.142857
66 37 1.000000
66 59 0.500000
66 163 0.500000
66 193 0.500000
66 397 1.000000
66 509 0.250000
66 606 0.500000
37 66 0.142857
38 364 0.011628
38 532 0.041667
38 1082 0.028571
532 38 0.333333
532 74 0.142857
532 97 0.333333
532 113 0.125000
532 164 0.029412
532 208 0.058824
532 243 0.142857
532 259 0.500000
532 281 0.500000
532 345 0.333333
532 364 0.011628
532 374 0.125000
532 383 1.000000
532 455 0.166667
532 469 0.200000
532 511 1.000000
532 586 0.500000
532 611 1.000000
532 1082 0.028571
532 1325 0.500000
532 1706 0.333333
532 1735 0.166667
532 1747 0.500000
532 1748 0.500000
1082 38 0.333333
1082 41 0.250000
1082 45 0.250000
1082 51 0.250000
1082 61 0.250000
1082 64 0.333333
1082 95 0.250000
1082 107 0.500000
1082 113 0.125000
1082 132 0.066667
1082 139 0.333333
1082 144 0.333333
1082 171 0.200000
1082 208 0.058824
1082 213 0.200000
1082 219 0.500000
1082 227 0.333333
1082 241 0.250000
1082 246 0.166667
1082 284 0.200000
1082 296 0.200000
1082 306 0.333333
1082 308 1.000000
1082 325 0.500000
1082 327 0.250000
1082 328 0.250000
1082 392 0.500000
1082 424 0.333333
1082 433 0.250000
1082 455 0.166667
1082 484 0.250000
1082 532 0.041667
1082 623 0.500000
1082 922 0.071429
1082 1061 0.032258
39 614 0.062500
40 410 0.047619
99 41 0.250000
99 74 0.142857
99 174 0.200000
99 243 0.142857
99 292 0.076923
99 297 0.200000
99 378 0.200000
99 446 0.066667
99 459 1.000000
99 491 0.142857
99 495 0.250000
99 577 0.200000
99 597 0.500000
41 99 0.076923
41 132 0.066667
41 406 0.333333
41 1082 0.028571
132 41 0.250000
132 57 0.250000
132 144 0.333333
132 178 0.500000
132 246 0.166667
132 257 0.083333
132 265 0.250000
132 266 0.500000
132 304 1.000000
132 362 0.333333
132 374 0.125000
132 468 1.000000
132 507 0.333333
132 562 0.200000
132 1082 0.028571
406 41 0.250000
406 225 1.000000
406 246 0.166667
42 357 0.055556
43 164 0.029412
43 364 0.011628
47 44 0.333333
47 407 0.500000
47 598 0.111111
47 1229 0.250000
44 47 0.250000
44 179 0.333333
44 439 0.166667
179 44 0.333333
179 235 0.028571
179 289 0.142857
45 164 0.029412
45 364 0.011628
45 1082 0.028571
45 1735 0.166667
1735 45 0.250000
1735 51 0.250000
1735 95 0.250000
1735 433 0.250000
1735 532 0.041667
1735 1738 1.000000
407 47 0.250000
407 439 0.166667
598 47 0.250000
598 82 0.333333
598 101 0.333333
598 114 0.250000
598 134 0.500000
598 167 0.125000
598 452 1.000000
598 585 0.090909
598 617 0.100000
1229 47 0.250000
1229 682 0.250000
1229 1490 0.066667
1229 1603 0.333333
48 143 0.027027
48 174 0.200000
48 590 0.333333
48 596 0.142857
174 48 0.250000
174 62 0.043478
174 99 0.076923
174 297 0.200000
174 480 1.000000
590 48 0.250000
590 143 0.027027
590 596 0.142857
596 48 0.250000
596 155 1.000000
596 434 0.333333
596 491 0.142857
596 585 0.090909
596 590 0.333333
596 595 0.166667
175 49 0.500000
175 52 0.200000
175 80 1.000000
175 256 0.500000
175 327 0.250000
175 392 0.500000
175 396 1.000000
175 528 0.500000
175 548 0.500000
49 175 0.111111
49 212 0.040000
248 50 1.000000
248 58 1.000000
248 210 0.500000
248 240 0.500000
248 343 0.250000
248 401 1.000000
248 405 1.000000
248 418 0.333333
248 461 0.500000
248 529 1.000000
248 546 1.000000
248 571 0.333333
248 585 0.090909
248 600 1.000000
50 248 0.071429
51 164 0.029412
51 364 0.011628
51 1082 0.028571
51 1735 0.166667
52 167 0.125000
52 175 0.111111
52 260 0.333333
52 271 0.200000
52 545 0.333333
54 53 0.333333
221 53 0.333333
221 166 1.000000
221 270 1.000000
221 331 0.500000
221 496 0.333333
221 1324 1.000000
221 1493 0.500000
235 55 0.500000
235 82 0.333333
235 135 0.333333
235 167 0.125000
235 171 0.200000
235 179 0.333333
235 188 1.000000
235 196 1.000000
235 198 1.000000
235 216 0.066667
235 276 0.500000
235 284 0.200000
235 289 0.142857
235 293 0.500000
235 316 0.500000
235 345 0.333333
235 384 1.000000
235 385 1.000000
235 420 0.500000
235 443 0.333333
235 460 0.500000
235 463 1.000000
235 469 0.200000
235 484 0.250000
235 485 1.000000
235 519 1.000000
235 538 0.500000
235 539 1.000000
235 552 0.250000
235 566 0.333333
235 578 1.000000
235 585 0.090909
235 592 0.250000
235 614 0.062500
235 1305 0.037037
55 235 0.028571
55 379 0.166667
379 55 0.500000
379 78 1.000000
379 202 1.000000
379 216 0.066667
379 504 0.500000
379 603 0.500000
76 56 0.500000
76 74 0.142857
76 243 0.142857
76 364 0.011628
76 366 0.500000
56 76 0.200000
56 208 0.058824
208 56 0.500000
208 64 0.333333
208 164 0.029412
208 206 1.000000
208 262 0.500000
208 267 0.333333
208 302 0.333333
208 344 0.125000
208 364 0.011628
208 366 0.500000
208 374 0.125000
208 423 0.333333
208 516 0.333333
208 520 0.166667
208 522 0.500000
208 532 0.041667
208 1082 0.028571
57 132 0.066667
57 257 0.083333
57 364 0.011628
57 388 0.333333
257 57 0.250000
257 72 1.000000
257 113 0.125000
257 132 0.066667
257 220 0.250000
257 265 0.250000
257 362 0.333333
257 364 0.011628
257 374 0.125000
257 388 0.333333
257 399 0.500000
257 520 0.166667
388 57 0.250000
388 257 0.083333
388 265 0.250000
58 248 0.071429
59 66 0.142857
59 513 0.500000
513 59 0.500000
513 193 0.500000
73 60 0.500000
73 398 0.500000
60 73 0.500000
60 280 0.076923
280 60 0.500000
280 92 0.250000
280 112 0.500000
280 131 0.500000
280 274 1.000000
280 319 1.000000
280 323 1.000000
280 350 0.083333
280 421 0.500000
280 423 0.333333
280 501 1.000000
280 506 0.200000
280 570 1.000000
190 61 0.250000
81 62 0.043478
81 357 0.055556
81 358 0.200000
81 454 0.055556
169 62 0.043478
169 122 0.250000
169 312 0.200000
215 62 0.043478
278 62 0.043478
278 122 0.250000
278 446 0.066667
278 454 0.055556
321 62 0.043478
321 249 0.083333
344 62 0.043478
344 86 0.250000
344 117 0.333333
344 151 0.333333
344 208 0.058824
344 295 0.500000
344 342 1.000000
344 446 0.066667
372 62 0.043478
372 145 0.166667
372 454 0.055556
391 62 0.043478
391 145 0.166667
391 454 0.055556
412 62 0.043478
412 547 0.250000
454 62 0.043478
454 81 0.250000
454 86 0.250000
454 100 0.333333
454 122 0.250000
454 199 0.500000
454 255 0.200000
454 278 0.250000
454 299 1.000000
454 303 0.500000
454 371 0.333333
454 372 0.333333
454 391 0.333333
454 489 0.333333
454 500 0.250000
454 518 0.333333
454 536 0.200000
454 549 0.200000
479 62 0.043478
490 62 0.043478
500 62 0.043478
500 357 0.055556
500 358 0.200000
500 454 0.055556
588 62 0.043478
159 63 0.333333
63 159 1.000000
63 164 0.029412
63 389 0.500000
389 63 0.333333
389 259 0.500000
64 208 0.058824
64 364 0.011628
64 1082 0.028571
123 65 0.500000
123 491 0.142857
65 123 0.500000
65 491 0.142857
491 65 0.500000
491 99 0.076923
491 123 0.500000
491 143 0.027027
491 212 0.040000
491 249 0.083333
491 596 0.142857
163 66 0.142857
163 606 0.500000
193 66 0.142857
193 513 0.500000
397 66 0.142857
509 66 0.142857
509 917 0.047619
509 1208 0.500000
509 1236 0.090909
606 66 0.142857
606 163 0.500000
67 417 0.083333
67 613 0.090909
613 67 0.500000
613 212 0.040000
613 224 0.500000
613 275 1.000000
613 300 0.250000
613 314 0.090909
613 382 1.000000
613 471 0.090909
613 595 0.166667
613 599 0.250000
613 617 0.100000
602 68 0.333333
602 119 0.142857
602 136 0.200000
602 264 0.200000
469 69 0.500000
469 213 0.200000
469 235 0.028571
469 532 0.041667
469 559 0.100000
69 469 0.200000
69 559 0.100000
559 69 0.500000
559 164 0.029412
559 258 0.500000
559 287 0.333333
559 296 0.200000
559 402 0.500000
559 455 0.166667
559 469 0.200000
559 498 1.000000
559 1237 0.250000
70 228 0.100000
135 71 1.000000
135 131 0.500000
135 235 0.028571
71 135 0.333333
72 257 0.083333
398 73 0.500000
398 326 0.500000
74 76 0.200000
74 99 0.076923
74 129 0.333333
74 214 0.166667
74 364 0.011628
74 431 0.076923
74 532 0.041667
129 74 0.142857
129 243 0.142857
129 448 0.142857
214 74 0.142857
214 100 0.333333
214 243 0.142857
214 364 0.011628
214 371 0.333333
214 502 0.500000
243 76 0.200000
243 99 0.076923
243 129 0.333333
243 214 0.166667
243 364 0.011628
243 431 0.076923
243 532 0.041667
366 76 0.200000
366 208 0.058824
91 77 1.000000
91 133 0.333333
91 300 0.250000
91 540 1.000000
91 599 0.250000
77 91 0.200000
78 379 0.166667
464 79 0.500000
464 105 1.000000
464 189 0.250000
464 279 0.500000
464 413 1.000000
464 466 0.500000
464 472 0.500000
464 537 0.166667
464 557 1.000000
464 699 1.000000
464 1125 1.000000
79 464 0.090909
79 537 0.166667
537 79 0.500000
537 154 1.000000
537 189 0.250000
537 464 0.090909
537 472 0.500000
537 1195 1.000000
80 175 0.111111
358 81 0.250000
358 446 0.066667
358 500 0.250000
358 530 0.500000
358 551 0.500000
83 446 0.066667
83 577 0.200000
577 83 0.500000
577 89 0.250000
577 99 0.076923
577 218 0.166667
577 352 0.142857
425 84 1.000000
425 237 1.000000
425 414 1.000000
425 448 0.142857
425 543 1.000000
84 425 0.200000
85 552 0.250000
86 217 0.062500
86 344 0.125000
86 446 0.066667
86 454 0.055556
87 217 0.062500
87 364 0.011628
88 357 0.055556
88 431 0.076923
89 446 0.066667
89 530 0.500000
89 551 0.500000
89 577 0.200000
530 89 0.250000
530 358 0.200000
551 89 0.250000
551 358 0.200000
418 90 1.000000
418 248 0.071429
418 470 0.500000
90 418 0.333333
133 91 0.200000
133 244 1.000000
133 609 1.000000
300 91 0.200000
300 209 0.083333
300 613 0.090909
300 617 0.100000
540 91 0.200000
599 91 0.200000
599 209 0.083333
599 613 0.090909
599 617 0.100000
92 280 0.076923
92 350 0.083333
92 506 0.200000
92 523 0.500000
506 92 0.250000
506 112 0.500000
506 157 1.000000
506 280 0.076923
506 350 0.083333
523 92 0.250000
523 217 0.062500
93 357 0.055556
93 431 0.076923
95 164 0.029412
95 364 0.011628
95 1082 0.028571
95 1735 0.166667
96 216 0.066667
96 1305 0.037037
1305 96 0.500000
1305 126 1.000000
1305 216 0.066667
1305 235 0.028571
1305 620 0.333333
1305 659 0.333333
1305 672 1.000000
1305 728 1.000000
1305 798 0.333333
1305 811 1.000000
1305 874 0.055556
1305 887 0.500000
1305 902 0.043478
1305 910 0.125000
1305 951 0.333333
1305 969 0.500000
1305 987 0.333333
1305 1045 1.000000
1305 1114 0.500000
1305 1128 0.250000
1305 1141 1.000000
1305 1209 0.166667
1305 1249 1.000000
1305 1261 0.500000
1305 1316 1.000000
1305 1348 0.333333
1305 1728 0.500000
97 185 0.058824
97 364 0.011628
97 532 0.041667
177 98 0.166667
177 162 1.000000
177 184 0.111111
177 239 0.333333
98 177 0.250000
98 184 0.111111
98 239 0.333333
98 273 0.500000
98 359 0.250000
98 487 0.500000
184 98 0.166667
184 177 0.250000
184 200 0.500000
184 273 0.500000
184 359 0.250000
184 449 0.500000
184 462 0.200000
184 487 0.500000
184 555 0.333333
239 98 0.166667
239 177 0.250000
239 462 0.200000
273 98 0.166667
273 184 0.111111
359 98 0.166667
359 184 0.111111
359 555 0.333333
359 612 0.250000
487 98 0.166667
487 184 0.111111
378 99 0.076923
378 218 0.166667
378 436 1.000000
378 448 0.142857
378 561 0.250000
459 99 0.076923
597 99 0.076923
597 355 0.500000
100 214 0.166667
100 364 0.011628
100 454 0.055556
156 102 0.250000
156 357 0.055556
158 102 0.250000
158 357 0.055556
103 185 0.058824
103 212 0.040000
127 104 0.333333
127 517 1.000000
127 553 0.500000
104 127 0.333333
104 164 0.029412
104 556 0.333333
556 104 0.333333
556 164 0.029412
556 364 0.011628
105 464 0.090909
107 364 0.011628
107 1082 0.028571
108 531 0.142857
109 176 0.142857
109 226 0.125000
109 263 0.200000
226 109 0.333333
226 120 1.000000
226 263 0.200000
226 322 1.000000
226 353 1.000000
226 427 0.333333
226 524 0.333333
226 572 0.250000
263 109 0.333333
263 226 0.125000
263 427 0.333333
263 524 0.333333
263 572 0.250000
315 110 1.000000
315 220 0.250000
315 531 0.142857
110 315 0.333333
182 111 0.500000
182 317 0.500000
111 182 0.500000
111 212 0.040000
112 280 0.076923
112 506 0.200000
113 257 0.083333
113 267 0.333333
113 302 0.333333
113 364 0.011628
113 430 0.500000
113 516 0.333333
113 532 0.041667
113 1082 0.028571
267 113 0.125000
267 208 0.058824
267 617 0.100000
302 113 0.125000
302 208 0.058824
302 617 0.100000
430 113 0.125000
430 364 0.011628
516 113 0.125000
516 208 0.058824
516 617 0.100000
114 167 0.125000
114 439 0.166667
114 585 0.090909
114 598 0.111111
115 136 0.200000
115 264 0.200000
116 143 0.027027
116 209 0.083333
116 228 0.100000
209 116 0.333333
209 137 0.200000
209 143 0.027027
209 146 0.200000
209 282 0.166667
209 300 0.250000
209 314 0.090909
209 364 0.011628
209 458 0.200000
209 467 0.500000
209 560 0.100000
209 599 0.250000
117 292 0.076923
117 344 0.125000
117 446 0.066667
561 118 1.000000
561 220 0.250000
561 378 0.200000
561 416 0.500000
118 561 0.250000
233 119 0.142857
120 226 0.125000
122 169 0.333333
122 278 0.250000
122 377 1.000000
122 454 0.055556
377 122 0.250000
610 124 1.000000
610 125 0.142857
610 249 0.083333
610 365 0.166667
610 462 0.200000
124 610 0.200000
330 125 0.142857
444 125 0.142857
444 291 0.071429
444 364 0.011628
1328 125 0.142857
126 1305 0.037037
517 127 0.333333
553 127 0.333333
553 164 0.029412
420 128 1.000000
420 235 0.028571
128 420 0.500000
448 129 0.333333
448 324 1.000000
448 378 0.200000
448 425 0.200000
448 531 0.142857
448 770 0.500000
448 964 0.250000
355 130 0.142857
355 597 0.500000
380 130 0.142857
474 130 0.142857
564 130 0.142857
564 364 0.011628
580 130 0.142857
907 130 0.142857
907 136 0.200000
907 264 0.200000
907 778 0.111111
907 1101 1.000000
907 1104 0.333333
907 1207 1.000000
131 135 0.333333
131 280 0.076923
144 132 0.066667
144 246 0.166667
144 1082 0.028571
178 132 0.066667
178 441 0.333333
246 132 0.066667
